Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1989:Q3,Bottom50,757048,1716613,814733,357207,20860,212009,45290,266514,959566,590662,338280,30624
1989:Q4,Bottom50,793370,1738627,815919,370848,22671,216116,45809,267263,945257,567843,347507,29907
1990:Q1,Bottom50,761994,1760500,821887,387771,18143,216013,48307,268380,998505,618957,350085,29463
1990:Q2,Bottom50,779639,1780688,817675,400448,17915,220794,51360,272496,1001049,614546,357782,28721
1990:Q3,Bottom50,769718,1807088,853677,403056,7158,215564,55051,272582,1037369,649424,360532,27413
1990:Q4,Bottom50,764157,1799940,833641,412663,13796,214723,53059,272058,1035783,639056,370031,26696
1991:Q1,Bottom50,857241,1858070,865943,429511,24709,216336,48568,273003,1000829,598544,376066,26219
1991:Q2,Bottom50,889452,1907921,899065,433059,22804,222316,51185,279491,1018469,612898,380561,25011
1991:Q3,Bottom50,877699,1945222,913777,439245,26937,230404,51872,282988,1067523,656288,386364,24872
1991:Q4,Bottom50,953615,2047058,989906,444797,41985,232785,48849,288737,1093444,673615,395076,24753
1992:Q1,Bottom50,952213,2068950,1000674,448321,39669,229965,49854,300467,1116737,697058,395147,24532
1992:Q2,Bottom50,940656,2074239,984441,457346,38489,236418,51542,306002,1133583,709157,399926,24500
1992:Q3,Bottom50,999370,2171739,1058209,462427,42684,246059,50427,311933,1172370,742359,406663,23348
1992:Q4,Bottom50,957341,2192455,1066755,470509,53951,236541,49903,314796,1235114,784654,423161,27299
1993:Q1,Bottom50,974220,2174130,1025656,478031,55373,243953,50696,320421,1199910,734806,433297,31807
1993:Q2,Bottom50,971715,2233625,1069360,489297,55600,245627,50760,322982,1261910,779992,446611,35307
1993:Q3,Bottom50,982231,2297422,1109672,500686,59077,250526,50686,326775,1315191,813791,462237,39163
1993:Q4,Bottom50,994145,2349853,1136856,518008,63637,251645,49354,330352,1355708,831134,481494,43080
1994:Q1,Bottom50,1037609,2366310,1139942,527646,55082,256296,51548,335797,1328701,789865,491634,47202
1994:Q2,Bottom50,1031843,2413294,1153729,542436,47765,271768,56066,341530,1381451,820292,509405,51755
1994:Q3,Bottom50,1004212,2467030,1173621,559050,46947,283400,57690,346322,1462818,877611,529193,56015
1994:Q4,Bottom50,931339,2468261,1152832,569261,41723,289622,61241,353581,1536922,924775,550824,61323
1995:Q1,Bottom50,969307,2543732,1178668,589082,45999,309633,62410,357939,1574425,941327,566785,66312
1995:Q2,Bottom50,1034117,2703108,1308311,597886,53065,321768,61475,360604,1668991,1009219,587709,72063
1995:Q3,Bottom50,1063317,2838379,1415260,605709,63241,332558,59809,361802,1775063,1086060,610298,78704
1995:Q4,Bottom50,1143393,2862191,1421598,606941,69926,341239,60981,361507,1718799,1019572,624475,74751
1996:Q1,Bottom50,1230965,2893107,1441301,613963,72462,345371,62064,357946,1662142,965546,629436,67161
1996:Q2,Bottom50,1195822,2867475,1410260,608831,73648,349762,65334,359640,1671653,966832,640881,63940
1996:Q3,Bottom50,1175576,2856483,1392974,609688,69434,356269,69209,358908,1680907,969162,651929,59816
1996:Q4,Bottom50,1238912,2882827,1384156,613724,74816,375145,71584,363402,1643915,923310,666908,53698
1997:Q1,Bottom50,1271746,2897960,1392411,617565,69798,378528,74762,364896,1626215,904388,670294,51533
1997:Q2,Bottom50,1303435,2959140,1403448,617115,93456,395974,76540,372606,1655705,920716,686604,48384
1997:Q3,Bottom50,1339631,3042372,1454950,619509,107864,408152,78913,372984,1702742,961794,700014,40934
1997:Q4,Bottom50,1363037,3059799,1464905,625508,104789,407495,82046,375056,1696762,943349,713764,39648
1998:Q1,Bottom50,1407144,3146937,1498862,633834,129659,420561,82431,381590,1739793,981056,722446,36291
1998:Q2,Bottom50,1365940,3133172,1466972,638559,130576,422385,87645,387034,1767232,998801,737495,30935
1998:Q3,Bottom50,1258195,3113976,1504406,628698,93733,412358,96460,378320,1855780,1086646,742818,26316
1998:Q4,Bottom50,1374604,3224827,1523390,655197,140783,423402,83701,398355,1850223,1049623,770006,30594
1999:Q1,Bottom50,1435456,3306450,1574286,660095,142782,432904,80668,415714,1870993,1057059,781310,32625
1999:Q2,Bottom50,1525253,3406298,1614350,679016,166729,441894,76175,428134,1881045,1045350,799530,36165
1999:Q3,Bottom50,1512351,3462626,1675482,683102,148839,448792,78381,428030,1950275,1101943,811603,36729
1999:Q4,Bottom50,1567284,3584239,1684958,707455,209152,462330,71830,448513,2016954,1137917,838512,40526
2000:Q1,Bottom50,1604400,3697522,1734694,727598,228551,472078,72249,462351,2093122,1197408,850124,45590
2000:Q2,Bottom50,1569143,3714154,1751682,742602,203105,476875,75512,464378,2145012,1232520,866731,45762
2000:Q3,Bottom50,1544222,3780060,1818726,749171,200689,476763,73814,460897,2235839,1302417,887525,45897
2000:Q4,Bottom50,1519294,3740649,1820118,757927,156983,468415,75345,461862,2221355,1271114,903136,47106
2001:Q1,Bottom50,1453696,3669420,1814394,756878,125047,442475,74370,456257,2215724,1265654,906055,44014
2001:Q2,Bottom50,1486314,3737483,1870479,763019,146360,426426,66341,464859,2251169,1280912,927218,43039
2001:Q3,Bottom50,1332871,3706292,1924887,749815,105936,398337,67443,459874,2373421,1392541,932529,48351
2001:Q4,Bottom50,1457789,3743564,1917625,772883,131967,397373,63106,460611,2285776,1285878,958591,41307
2002:Q1,Bottom50,1411853,3746809,1918131,777258,128129,406776,66460,450056,2334956,1326988,967419,40549
2002:Q2,Bottom50,1397168,3773956,1960481,775687,99312,400529,74434,463513,2376788,1368272,971115,37401
2002:Q3,Bottom50,1384396,3806363,2059230,770920,57758,390543,82325,445587,2421967,1413605,973242,35120
2002:Q4,Bottom50,1355568,3851532,2093250,776644,62914,390729,81479,446517,2495964,1468064,994838,33063
2003:Q1,Bottom50,1319311,3812016,2074766,771401,46759,397002,84655,437433,2492705,1457047,1003300,32358
2003:Q2,Bottom50,1266291,3859971,2064868,783057,68305,413853,83670,446219,2593680,1531932,1027547,34201
2003:Q3,Bottom50,1158512,3914041,2105758,789621,72405,417554,84620,444082,2755529,1678835,1044986,31707
2003:Q4,Bottom50,1326868,4136845,2277409,804849,92512,429576,83752,448747,2809977,1707702,1069365,32910
2004:Q1,Bottom50,1247647,4097190,2212113,821116,94447,431244,85189,453081,2849544,1738987,1079291,31266
2004:Q2,Bottom50,1159321,4186199,2310060,833010,82064,429991,85403,445670,3026878,1904903,1092417,29558
2004:Q3,Bottom50,1299380,4376355,2504992,832624,70300,431268,89425,447746,3076975,1945416,1107461,24098
2004:Q4,Bottom50,1238187,4514722,2557259,865547,92756,457570,94102,447488,3276535,2106616,1138918,31000
2005:Q1,Bottom50,1341000,4637775,2630127,884050,90203,468495,103066,461833,3296775,2113740,1149854,33180
2005:Q2,Bottom50,1433766,4858535,2803759,911523,95069,482569,109612,456004,3424769,2216987,1169881,37901
2005:Q3,Bottom50,1441408,5060981,2970701,924804,109251,497873,115791,442562,3619573,2384138,1193920,41514
2005:Q4,Bottom50,1378688,5203581,3071070,942268,110787,512884,122900,443672,3824893,2563463,1215899,45531
2006:Q1,Bottom50,1459614,5465539,3241991,969647,150592,527222,129736,446351,4005925,2719754,1234274,51897
2006:Q2,Bottom50,1354306,5547878,3296749,985683,136603,537977,138371,452494,4193572,2889493,1247254,56825
2006:Q3,Bottom50,1264569,5636416,3358236,1008870,145522,552667,143870,427251,4371847,3033862,1275838,62147
2006:Q4,Bottom50,1328325,5813405,3475295,1031394,175106,569148,148434,414030,4485081,3112675,1300278,72128
2007:Q1,Bottom50,1385314,6001759,3581744,1055137,193579,582810,155609,432880,4616446,3233103,1309533,73810
2007:Q2,Bottom50,1388738,6120472,3619371,1084673,211580,605656,161287,437905,4731734,3323003,1329410,79321
2007:Q3,Bottom50,1232583,6080742,3549547,1104102,213531,627425,168048,418088,4848159,3404999,1356610,86550
2007:Q4,Bottom50,1125590,6032672,3563525,1121376,192205,602028,166107,387431,4907082,3450126,1368898,88059
2008:Q1,Bottom50,1092427,6073621,3633575,1132264,160557,565359,165709,416156,4981193,3524100,1366155,90939
2008:Q2,Bottom50,804849,5940003,3482339,1136154,151167,553139,165480,451724,5135154,3678915,1371386,84854
2008:Q3,Bottom50,590009,5647085,3240052,1140549,106481,528370,167376,464257,5057077,3584004,1375358,97715
2008:Q4,Bottom50,533459,5474150,3246503,1112086,47214,476984,169937,421426,4940691,3484965,1364265,91461
2009:Q1,Bottom50,817577,5670175,3427852,1092406,25681,463973,172414,487850,4852599,3416523,1351876,84200
2009:Q2,Bottom50,599499,5539201,3240727,1093779,70107,489830,170229,474529,4939703,3495384,1355687,88632
2009:Q3,Bottom50,515627,5444134,3033248,1087316,118408,512754,167520,524886,4928506,3464764,1370477,93265
2009:Q4,Bottom50,392612,5317191,2981821,1104563,130482,519686,166635,414005,4924580,3449573,1378436,96571
2010:Q1,Bottom50,338591,5258026,2870398,1096476,147311,528120,166276,449445,4919435,3420761,1374193,124482
2010:Q2,Bottom50,175740,5125932,2789076,1067357,118749,515726,169816,465208,4950192,3448933,1372350,128909
2010:Q3,Bottom50,316715,5274511,2921030,1059471,159946,533108,168972,431983,4957796,3442442,1392288,123066
2010:Q4,Bottom50,414253,5279453,2887786,1071292,190589,550662,164649,414475,4865200,3294273,1443346,127582
2011:Q1,Bottom50,254809,5133713,2677396,1086487,212966,561968,160927,433968,4878904,3290497,1460815,127592
2011:Q2,Bottom50,165237,4969362,2502974,1101935,208526,565577,158605,431745,4804125,3199123,1482165,122836
2011:Q3,Bottom50,167104,4994623,2617953,1086560,136977,546630,160207,446296,4827519,3195684,1504545,127289
2011:Q4,Bottom50,311227,5104215,2687028,1093271,157731,559091,155403,451690,4792988,3118146,1540338,134503
2012:Q1,Bottom50,319143,5110806,2602629,1114585,202407,578584,150173,462428,4791663,3089285,1567606,134773
2012:Q2,Bottom50,201998,4989326,2522288,1103234,181237,575845,149054,457668,4787328,3054421,1596654,136254
2012:Q3,Bottom50,356249,5089741,2595908,1102483,203292,587377,144413,456268,4733492,2962585,1632751,138156
2012:Q4,Bottom50,319812,5140484,2630849,1104377,203240,593218,142107,466693,4820672,3007942,1669838,142893
2013:Q1,Bottom50,584074,5155492,2566349,1117943,253242,609179,135587,473190,4571417,2736506,1691644,143267
2013:Q2,Bottom50,621124,5200011,2612584,1111566,254982,615778,130229,474871,4578887,2706304,1723821,148763
2013:Q3,Bottom50,652801,5296414,2668024,1112163,283812,634680,122915,474820,4643612,2734037,1763005,146570
2013:Q4,Bottom50,704309,5311587,2624015,1112352,319034,644743,123072,488371,4607279,2665070,1785653,156556
2014:Q1,Bottom50,747977,5301759,2588669,1102126,338769,646284,127892,498019,4553782,2602536,1794281,156964
2014:Q2,Bottom50,857955,5422895,2659029,1106481,370378,651827,129964,505216,4564940,2586054,1816213,162672
2014:Q3,Bottom50,871995,5430689,2674209,1110765,353116,648453,132587,511557,4558694,2557751,1838577,162366
2014:Q4,Bottom50,904891,5436228,2649443,1115411,373284,651118,132897,514075,4531337,2506940,1859117,165280
2015:Q1,Bottom50,1005840,5458986,2630870,1118167,391464,655388,134902,528194,4453145,2418998,1864623,169525
2015:Q2,Bottom50,1077698,5532784,2680832,1136711,387009,654826,137587,535820,4455087,2397372,1882049,175666
2015:Q3,Bottom50,1003403,5505994,2733261,1130236,327071,644444,143376,527607,4502591,2428378,1896619,177594
2015:Q4,Bottom50,1003070,5541425,2720555,1144364,349366,650514,142821,533804,4538355,2458460,1890185,189710
2016:Q1,Bottom50,1097231,5571552,2709149,1163261,349686,653216,145292,550948,4474321,2384233,1896251,193837
2016:Q2,Bottom50,1236666,5660045,2756513,1177859,365855,654368,145878,559571,4423379,2315134,1913317,194929
2016:Q3,Bottom50,1256474,5769957,2839377,1182194,391638,655401,145097,556249,4513483,2377986,1938299,197197
2016:Q4,Bottom50,1232703,5833081,2862440,1198108,410123,663763,145980,552666,4600377,2441586,1965269,193522
2017:Q1,Bottom50,1275897,5944707,2866986,1236430,440833,680176,145671,574611,4668810,2497892,1981162,189756
2017:Q2,Bottom50,1455942,6211980,3090479,1241164,464656,692429,145678,577575,4756038,2555822,2003850,196366
2017:Q3,Bottom50,1518087,6382312,3203128,1255317,495995,703256,144607,580009,4864225,2639425,2031377,193423
2017:Q4,Bottom50,1524460,6519079,3247665,1281942,538373,713461,141539,596099,4994619,2735113,2063157,196349
2018:Q1,Bottom50,1621537,6698656,3391040,1304978,528948,717018,144545,612128,5077119,2809319,2068622,199178
2018:Q2,Bottom50,1787584,6958420,3602925,1330781,543180,724062,143401,614070,5170836,2880392,2089035,201408
2018:Q3,Bottom50,1893752,7174165,3732212,1368415,584134,730025,140540,618839,5280413,2955180,2127072,198161
2018:Q4,Bottom50,1648190,7017928,3731875,1361109,435835,718128,153343,617638,5369739,3024500,2131125,214114
2019:Q1,Bottom50,1806783,7167103,3686403,1420905,538546,736507,145536,639206,5360320,2998942,2154722,206656
2019:Q2,Bottom50,2020789,7461752,3920773,1454083,564636,741602,142349,638309,5440963,3044183,2179564,217216
1989:Q3,Next40,7229926,8772775,3410205,763516,290259,2072819,569909,1666066,1542849,1139394,363797,39658
1989:Q4,Next40,7322355,8957283,3428330,777982,313369,2148860,586985,1701757,1634928,1217033,378178,39717
1990:Q1,Next40,7492234,9107403,3490371,799577,305474,2184659,601403,1725919,1615169,1214283,359353,41533
1990:Q2,Next40,7502360,9174058,3482527,812250,309927,2219370,596868,1753115,1671698,1272982,356927,41789
1990:Q3,Next40,7552457,9228342,3500086,830128,271145,2241121,618705,1767157,1675885,1267657,368893,39335
1990:Q4,Next40,7694093,9420669,3514678,844277,316677,2324033,624721,1796283,1726576,1316690,369408,40479
1991:Q1,Next40,7821338,9605757,3489092,857830,382238,2426946,625874,1823777,1784419,1403331,339757,41331
1991:Q2,Next40,7848878,9655010,3479265,870292,379815,2477294,622429,1825916,1806133,1431193,334228,40712
1991:Q3,Next40,8045347,9797976,3509305,885249,404243,2548114,611792,1839272,1752629,1379662,329246,43721
1991:Q4,Next40,8171519,9942616,3475747,896408,476122,2639230,603572,1851537,1771096,1392035,331949,47112
1992:Q1,Next40,8274514,10010457,3499977,908380,473912,2682026,598751,1847411,1735943,1378570,311557,45816
1992:Q2,Next40,8338334,10064214,3518560,922621,470482,2728246,573504,1850802,1725880,1372310,305991,47579
1992:Q3,Next40,8461303,10174394,3528984,939375,490473,2795215,546179,1874169,1713091,1358483,307719,46889
1992:Q4,Next40,8705258,10421559,3605461,943571,543903,2892861,566918,1868844,1716301,1355263,313965,47073
1993:Q1,Next40,8728648,10510832,3613331,940927,555533,2977850,577520,1845672,1782184,1444502,288001,49682
1993:Q2,Next40,8871992,10649851,3668733,949784,565370,3045943,590648,1829372,1777859,1441758,286893,49207
1993:Q3,Next40,9011120,10809554,3733735,959162,583396,3113824,594140,1825297,1798434,1451399,294951,52084
1993:Q4,Next40,9116265,10961906,3782745,969148,607348,3170939,598351,1833376,1845642,1472920,318790,53931
1994:Q1,Next40,9041168,10969543,3800424,974171,577405,3204259,606049,1807235,1928374,1566061,308344,53969
1994:Q2,Next40,9067391,11021518,3857754,984100,540498,3229278,596489,1813399,1954127,1573834,325918,54374
1994:Q3,Next40,9206003,11154056,3931896,996420,532687,3277309,583947,1831797,1948053,1547320,347084,53649
1994:Q4,Next40,9246535,11225698,4014792,1005515,504121,3273706,579550,1848013,1979163,1534868,387364,56930
1995:Q1,Next40,9340494,11320929,4036069,1015605,509352,3341119,561701,1857084,1980436,1550635,374152,55649
1995:Q2,Next40,9465478,11430860,4021301,1024546,530689,3427130,550038,1877155,1965381,1519129,389839,56413
1995:Q3,Next40,9599607,11555873,4015647,1031636,563261,3526441,548515,1870374,1956265,1483294,412480,60492
1995:Q4,Next40,9713229,11795990,4038339,1045656,628554,3611329,551551,1920562,2082761,1570168,449935,62658
1996:Q1,Next40,9836505,12009772,4054153,1062082,683000,3693438,561227,1955873,2173266,1672566,433203,67498
1996:Q2,Next40,10035345,12252684,4146236,1075002,725625,3750537,570364,1984921,2217339,1695402,450670,71267
1996:Q3,Next40,10222980,12488581,4215899,1090902,748403,3814645,584883,2033849,2265601,1724099,467941,73561
1996:Q4,Next40,10375046,12755115,4232848,1102537,802035,3938049,589987,2089659,2380069,1815370,489916,74783
1997:Q1,Next40,10460621,12869860,4248019,1118540,819188,3977628,618094,2088392,2409239,1864257,463513,81469
1997:Q2,Next40,10798839,13224665,4310143,1126787,929694,4110425,589023,2158594,2425826,1875480,462004,88341
1997:Q3,Next40,11083016,13528933,4330659,1141387,1012663,4237919,594636,2211669,2445916,1886213,469879,89825
1997:Q4,Next40,11175941,13695719,4346574,1155897,1040453,4264762,622923,2265110,2519778,1931999,489884,97895
1998:Q1,Next40,11596576,14075647,4412322,1168099,1157334,4417862,606429,2313601,2479071,1919336,454743,104992
1998:Q2,Next40,11846097,14392072,4559289,1184890,1198421,4478359,621745,2349368,2545975,1958726,477537,109711
1998:Q3,Next40,12006753,14525560,4701511,1210595,1118054,4446008,709518,2339874,2518806,1900533,505112,113161
1998:Q4,Next40,12405252,15057130,4774780,1213975,1302876,4657600,633368,2474531,2651878,2028951,508773,114154
1999:Q1,Next40,12529120,15221325,4858472,1223000,1324150,4728104,613213,2474385,2692205,2085090,495926,111189
1999:Q2,Next40,12692958,15494652,4940303,1234837,1422374,4836780,587293,2473065,2801694,2182814,502066,116814
1999:Q3,Next40,12803058,15653328,5060769,1255465,1375896,4840293,643210,2477695,2850270,2206990,530735,112545
1999:Q4,Next40,13476473,16360522,5175664,1264157,1595073,5016466,584446,2724716,2884049,2222185,537729,124135
2000:Q1,Next40,13845421,16697999,5366245,1284619,1675180,5111164,584514,2676277,2852578,2184552,525699,142326
2000:Q2,Next40,13950316,16870813,5585294,1306970,1611843,5120999,613798,2631909,2920496,2230432,556006,134058
2000:Q3,Next40,14298729,17257575,5768488,1326511,1634159,5194663,654280,2679475,2958846,2228926,598062,131858
2000:Q4,Next40,14349424,17475822,5961535,1348933,1507527,5186113,723961,2747754,3126398,2349397,657513,119488
2001:Q1,Next40,14663874,17857300,6355052,1371022,1414497,5169399,810383,2736947,3193426,2422860,668833,101733
2001:Q2,Next40,14980643,18298531,6497615,1383843,1544793,5314618,816459,2741203,3317888,2542695,676271,98922
2001:Q3,Next40,15054044,18394425,6657979,1404910,1382556,5295298,908906,2744776,3340381,2511964,708478,119939
2001:Q4,Next40,15358029,18963706,6842619,1421542,1520540,5414527,890692,2873787,3605677,2764539,748485,92653
2002:Q1,Next40,15604139,19247535,7026197,1434664,1503798,5496101,904992,2881783,3643396,2825412,730661,87323
2002:Q2,Next40,15388130,19151565,7153835,1455840,1370895,5436564,977567,2756863,3763434,2923908,765564,73963
2002:Q3,Next40,15238492,19140334,7288483,1481555,1159712,5369948,1056110,2784526,3901842,3037861,801213,62767
2002:Q4,Next40,15617369,19632495,7473421,1496204,1205735,5473402,1063551,2920183,4015126,3139857,817543,57726
2003:Q1,Next40,15670554,19836157,7657930,1506760,1130349,5520363,1106081,2914674,4165603,3307767,799834,58002
2003:Q2,Next40,16075573,20396433,7869233,1518834,1260145,5686317,1092242,2969663,4320860,3437357,798577,84927
2003:Q3,Next40,16445065,20784523,8077505,1538428,1293315,5763887,1120341,2991048,4339458,3450723,815062,73674
2003:Q4,Next40,16813511,21298244,8171718,1555221,1392060,5922605,1114905,3141735,4484732,3595621,824247,64865
2004:Q1,Next40,17469519,22045184,8600250,1578218,1408672,6032583,1159742,3265721,4575665,3702967,805285,67414
2004:Q2,Next40,17880391,22470670,8885111,1603005,1367698,6126347,1229251,3259257,4590279,3713878,806905,69496
2004:Q3,Next40,18075442,22848581,9091175,1616834,1324346,6206837,1320430,3288960,4773140,3874690,838616,59833
2004:Q4,Next40,18815958,23633935,9449201,1640545,1405083,6369229,1271864,3498013,4817977,3884582,856545,76849
2005:Q1,Next40,18887967,23882843,9751585,1661547,1389767,6384112,1277504,3418328,4994876,4091879,829560,73437
2005:Q2,Next40,19134239,24259868,9941408,1681354,1402680,6466255,1290287,3477883,5125629,4217676,834689,73263
2005:Q3,Next40,19578584,24765128,10238090,1695712,1446495,6557985,1298737,3528109,5186544,4263331,852578,70635
2005:Q4,Next40,20166842,25355747,10550541,1713154,1444246,6644143,1313875,3689787,5188904,4255659,870454,62790
2006:Q1,Next40,20066525,25317363,10405557,1728192,1569270,6722733,1304371,3587240,5250838,4313523,866722,70593
2006:Q2,Next40,20130102,25430165,10551376,1746194,1520153,6747445,1320741,3544256,5300063,4365049,864590,70424
2006:Q3,Next40,20452982,25806269,10649549,1762109,1544721,6833829,1313548,3702513,5353288,4387036,890746,75506
2006:Q4,Next40,20735153,26149096,10584249,1772179,1634667,6961275,1298187,3898538,5413943,4415102,906331,92510
2007:Q1,Next40,20594463,25989063,10308701,1783794,1690004,7031719,1302510,3872337,5394601,4428774,880383,85444
2007:Q2,Next40,20578614,26056654,10165855,1794469,1742729,7164465,1270972,3918164,5478039,4482056,892422,103561
2007:Q3,Next40,20737328,26305167,10096719,1803733,1753129,7243883,1263033,4144669,5567839,4535320,937467,95051
2007:Q4,Next40,20548538,26208398,9843691,1824310,1681742,7308653,1280239,4269763,5659860,4574899,977180,107780
2008:Q1,Next40,19826020,25466772,9372562,1849610,1590620,7287358,1300138,4066484,5640752,4540634,975433,124685
2008:Q2,Next40,19743216,25137203,9157670,1865900,1548381,7363018,1281270,3920964,5393987,4303406,991473,99108
2008:Q3,Next40,19101794,24671657,8994033,1882485,1382375,7265969,1303212,3843583,5569863,4413110,1009820,146932
2008:Q4,Next40,18622858,24201188,8635723,1888932,1155001,7073083,1344672,4103778,5578330,4479647,1029044,69639
2009:Q1,Next40,17801503,23415149,8170217,1891316,1037218,7030858,1330311,3955229,5613646,4580351,977594,55701
2009:Q2,Next40,18271391,23717760,8074064,1892409,1201563,7271979,1237797,4039947,5446369,4437263,942100,67006
2009:Q3,Next40,18503254,23942572,8069585,1889246,1354253,7521916,1163576,3943995,5439318,4428018,928765,82535
2009:Q4,Next40,18964519,24378308,7956749,1900505,1372987,7634586,1138753,4374728,5413789,4401495,914132,98162
2010:Q1,Next40,19017158,24308482,7971009,1901305,1404946,7808460,1121151,4101612,5291324,4315181,856734,119408
2010:Q2,Next40,18929872,24120194,7952069,1904079,1288411,7788638,1188270,3998727,5190322,4209022,849761,131539
2010:Q3,Next40,19245912,24376730,7752310,1904420,1398718,8054773,1169431,4097078,5130818,4145413,848788,136618
2010:Q4,Next40,19737055,24986324,7610600,1899848,1523747,8313628,1164789,4473711,5249269,4167071,934717,147481
2011:Q1,Next40,19902644,25054761,7585353,1904511,1621850,8468068,1164352,4310627,5152117,4099580,899814,152723
2011:Q2,Next40,20060975,25261068,7618375,1912228,1640452,8546091,1186870,4357051,5200092,4152104,906128,141861
2011:Q3,Next40,19730192,24882396,7507692,1923794,1450642,8390388,1260995,4348885,5152205,4092475,940537,119193
2011:Q4,Next40,20135246,25346102,7351815,1920774,1547995,8562735,1250939,4711844,5210856,4141721,954951,114184
2012:Q1,Next40,20385316,25524554,7278793,1922228,1714188,8816339,1224974,4568032,5139239,4107130,914992,117117
2012:Q2,Next40,20447628,25574020,7444462,1924885,1681618,8817431,1260251,4445372,5126392,4087187,935455,103750
2012:Q3,Next40,20888544,26115179,7522301,1924018,1779176,8984084,1272227,4633375,5226635,4164175,955448,107012
2012:Q4,Next40,21296345,26432830,7598512,1929789,1810763,9076441,1301078,4716247,5136485,4034683,986689,115112
2013:Q1,Next40,21729341,27165992,7861182,1928312,1985778,9389057,1278214,4723448,5436651,4370237,955642,110772
2013:Q2,Next40,22016507,27463152,8101968,1925254,2024411,9579990,1304266,4527263,5446645,4369273,971357,106016
2013:Q3,Next40,22916129,28346711,8375128,1924968,2136933,9897713,1320339,4691631,5430582,4330168,999054,101360
2013:Q4,Next40,23592437,29126859,8576592,1936620,2220603,10165282,1301169,4926594,5534423,4392748,1022791,118884
2014:Q1,Next40,23782105,29335382,8726338,1947955,2265918,10222127,1306571,4866473,5553277,4424152,1013691,115434
2014:Q2,Next40,24151741,29757322,8874751,1964665,2344189,10322273,1300685,4950760,5605580,4416847,1049808,138925
2014:Q3,Next40,24155101,29843454,9046123,1983778,2291870,10307926,1336543,4877214,5688353,4445500,1097380,145473
2014:Q4,Next40,24573870,30358516,9176000,1996389,2340589,10376071,1350470,5118998,5784645,4505944,1135261,143440
2015:Q1,Next40,24817488,30670974,9345392,2013239,2384663,10453173,1387136,5087370,5853485,4582368,1127876,143241
2015:Q2,Next40,24854866,30817219,9513284,2039744,2366016,10470447,1417030,5010699,5962353,4631451,1178703,152199
2015:Q3,Next40,24765671,30755607,9721790,2065326,2189048,10340541,1490256,4948647,5989936,4614770,1243608,131557
2015:Q4,Next40,25423554,31362904,9914703,2082960,2243091,10442806,1470744,5208601,5939350,4618729,1179223,141398
2016:Q1,Next40,25531098,31544414,10051620,2107477,2233060,10509023,1470290,5172944,6013315,4700127,1175358,137830
2016:Q2,Next40,25622784,31813292,10246967,2125468,2269549,10592069,1479493,5099747,6190508,4829178,1217902,143428
2016:Q3,Next40,26098190,32316657,10487655,2144937,2332840,10712512,1486739,5151975,6218467,4797974,1266624,153870
2016:Q4,Next40,26639267,32843367,10724704,2154842,2401020,10754270,1490076,5318456,6204100,4755049,1304473,144578
2017:Q1,Next40,27232908,33374162,10956037,2172309,2499771,10929605,1470005,5346436,6141254,4719502,1279266,142486
2017:Q2,Next40,27588925,33749836,11077090,2175931,2576936,11062678,1488422,5368779,6160911,4702233,1307666,151012
